pathway	category
REACTOME_IRAK4_DEFICIENCY_TLR2_4	Disease
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	Immune System
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	Immune System
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	Immune System
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	Signal Transduction
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	Organelle biogenesis and maintenance
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	Organelle biogenesis and maintenance
REACTOME_INTRAFLAGELLAR_TRANSPORT	Organelle biogenesis and maintenance
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	Disease
REACTOME_DEFECTIVE_TPR_MAY_CONFER_SUSCEPTIBILITY_TOWARDS_THYROID_PAPILLARY_CARCINOMA_TPC	Disease
REACTOME_ABC_TRANSPORTER_DISORDERS	Disease
REACTOME_SLC_TRANSPORTER_DISORDERS	Disease
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM	Organelle biogenesis and maintenance
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	Organelle biogenesis and maintenance
REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	Organelle biogenesis and maintenance
REACTOME_CLEC7A_DECTIN_1_SIGNALING	Immune System
REACTOME_DECTIN_2_FAMILY	Immune System
REACTOME_CD209_DC_SIGN_SIGNALING	Immune System
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	Signal Transduction
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	Signal Transduction
REACTOME_ACTIVATION_OF_SMO	Signal Transduction
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	Signal Transduction
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	Gene expression (Transcription)
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	Gene expression (Transcription)
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	Gene expression (Transcription)
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	Gene expression (Transcription)
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	Gene expression (Transcription)
REACTOME_FRUCTOSE_CATABOLISM	Metabolism
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	Vesicle-mediated transport
REACTOME_SHC_MEDIATED_CASCADE:FGFR1	Signal Transduction
REACTOME_PI_3K_CASCADE:FGFR1	Signal Transduction
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	Signal Transduction
REACTOME_PI_3K_CASCADE:FGFR2	Signal Transduction
REACTOME_SHC_MEDIATED_CASCADE:FGFR2	Signal Transduction
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	Signal Transduction
REACTOME_SHC_MEDIATED_CASCADE:FGFR3	Signal Transduction
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	Signal Transduction
REACTOME_PI_3K_CASCADE:FGFR3	Signal Transduction
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	Signal Transduction
REACTOME_SHC_MEDIATED_CASCADE:FGFR4	Signal Transduction
REACTOME_PI_3K_CASCADE:FGFR4	Signal Transduction
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	Signal Transduction
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	Signal Transduction
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	Signal Transduction
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	Signal Transduction
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	Signal Transduction
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	Signal Transduction
REACTOME_FGFR2_ALTERNATIVE_SPLICING	Signal Transduction
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	Signal Transduction
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	Signal Transduction
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	Signal Transduction
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	Disease
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	Disease
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER	Disease
REACTOME_METALLOTHIONEINS_BIND_METALS	Cellular responses to external stimuli
REACTOME_MUCOPOLYSACCHARIDOSES	Disease
REACTOME_GLYCOGEN_STORAGE_DISEASES	Disease
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	Disease
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	Disease
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	Disease
REACTOME_DISEASES_ASSOCIATED_WITH_VISUAL_TRANSDUCTION	Disease
REACTOME_SIGNALING_BY_NOTCH1_IN_CANCER	Disease
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER	Disease
REACTOME_SIGNALING_BY_WNT_IN_CANCER	Disease
REACTOME_ONCOGENIC_MAPK_SIGNALING	Disease
REACTOME_HIV_INFECTION	Disease
REACTOME_INFLUENZA_INFECTION	Disease
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	Disease
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	Disease
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	Immune System
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	Immune System
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	Disease
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	Disease
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	Disease
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	Disease
REACTOME_REGULATION_OF_RAS_BY_GAPS	Immune System
REACTOME_REGULATION_OF_RAS_BY_GAPS	Signal Transduction
REACTOME_RAF_ACTIVATION	Immune System
REACTOME_RAF_ACTIVATION	Signal Transduction
REACTOME_MAP2K_AND_MAPK_ACTIVATION	Immune System
REACTOME_MAP2K_AND_MAPK_ACTIVATION	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	Immune System
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	Signal Transduction
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	Immune System
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	Signal Transduction
REACTOME_MAPK6_MAPK4_SIGNALING	Signal Transduction
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	Signal Transduction
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	DNA Repair
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	DNA Repair
REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5	Disease
REACTOME_UCH_PROTEINASES	Metabolism of proteins
REACTOME_JOSEPHIN_DOMAIN_DUBS	Metabolism of proteins
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	Metabolism of proteins
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	Metabolism of proteins
REACTOME_METALLOPROTEASE_DUBS	Metabolism of proteins
REACTOME_HOMOLOGY_DIRECTED_REPAIR	DNA Repair
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	DNA Repair
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	DNA Repair
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	DNA Repair
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	DNA Repair
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	DNA Repair
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	DNA Repair
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	DNA Repair
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	DNA Repair
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	DNA Repair
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	DNA Repair
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	DNA Repair
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	DNA Repair
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	DNA Repair
REACTOME_DUAL_INCISION_IN_GG_NER	DNA Repair
REACTOME_POST_TRANSLATIONAL_MODIFICATION:_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	Metabolism of proteins
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	Metabolism of proteins
REACTOME_SUMOYLATION	Metabolism of proteins
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	Metabolism of proteins
REACTOME_O_LINKED_GLYCOSYLATION	Metabolism of proteins
REACTOME_DEUBIQUITINATION	Metabolism of proteins
REACTOME_PROTEIN_UBIQUITINATION	Metabolism of proteins
REACTOME_RAB_GERANYLGERANYLATION	Metabolism of proteins
REACTOME_PROTEIN_METHYLATION	Metabolism of proteins
REACTOME_NEDDYLATION	Metabolism of proteins
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	Metabolism of proteins
REACTOME_COMPLEX_I_BIOGENESIS	Metabolism
REACTOME_THE_NLRP3_INFLAMMASOME	Immune System
REACTOME_HIGHLY_SODIUM_PERMEABLE_ACETYLCHOLINE_NICOTINIC_RECEPTORS	Neuronal System
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	Neuronal System
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	Neuronal System
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	DNA Repair
REACTOME_DUAL_INCISION_IN_TC_NER	DNA Repair
REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE	Metabolism of RNA
REACTOME_INTERLEUKIN_6_SIGNALING	Immune System
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	Immune System
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	Gene expression (Transcription)
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	Neuronal System
REACTOME_NEUREXINS_AND_NEUROLIGINS	Neuronal System
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	Neuronal System
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	Disease
REACTOME_SIGNALING_BY_RAS_MUTANTS	Disease
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	Disease
REACTOME_DEFENSINS	Immune System
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	Immune System
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	Gene expression (Transcription)
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	Developmental Biology
REACTOME_MET_RECEPTOR_ACTIVATION	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	Signal Transduction
REACTOME_MET_ACTIVATES_RAS_SIGNALING	Signal Transduction
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	Signal Transduction
REACTOME_MET_ACTIVATES_PTPN11	Signal Transduction
REACTOME_MET_RECEPTOR_RECYCLING	Signal Transduction
REACTOME_MET_PROMOTES_CELL_MOTILITY	Signal Transduction
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	Signal Transduction
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	Signal Transduction
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	Signal Transduction
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	Signal Transduction
REACTOME_INTRA_GOLGI_TRAFFIC	Vesicle-mediated transport
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	Vesicle-mediated transport
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	Vesicle-mediated transport
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	DNA Replication
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC:ORIGIN_COMPLEX	DNA Replication
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	Cell Cycle
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	Cell Cycle
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	Cell Cycle
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	Cell Cycle
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	Cell Cycle
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	Cell Cycle
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	Cell Cycle
REACTOME_NUCLEAR_ENVELOPE_REASSEMBLY	Cell Cycle
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	Cell Cycle
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	Cell Cycle
REACTOME_MITOTIC_PROPHASE	Cell Cycle
REACTOME_MITOTIC_PROMETAPHASE	Cell Cycle
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	Cell Cycle
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	DNA Replication
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	Cell Cycle
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	DNA Replication
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	Cell Cycle
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	DNA Replication
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	Cell Cycle
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	DNA Replication
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	Cell Cycle
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	DNA Replication
REACTOME_UNWINDING_OF_DNA	Cell Cycle
REACTOME_UNWINDING_OF_DNA	DNA Replication
REACTOME_LEADING_STRAND_SYNTHESIS	Cell Cycle
REACTOME_LEADING_STRAND_SYNTHESIS	DNA Replication
REACTOME_LAGGING_STRAND_SYNTHESIS	Cell Cycle
REACTOME_LAGGING_STRAND_SYNTHESIS	DNA Replication
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	Cell Cycle
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	Cell Cycle
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	Cell Cycle
REACTOME_DNA_REPLICATION_INITIATION	Cell Cycle
REACTOME_DNA_REPLICATION_INITIATION	DNA Replication
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	Cell Cycle
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	DNA Replication
REACTOME_DNA_STRAND_ELONGATION	Cell Cycle
REACTOME_DNA_STRAND_ELONGATION	DNA Replication
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	Cell Cycle
REACTOME_CYCLIN_A:CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	Cell Cycle
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	Cell Cycle
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	Cell Cycle
REACTOME_CENTROSOME_MATURATION	Cell Cycle
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	Cell Cycle
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	Cell Cycle
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS	Cell Cycle
REACTOME_AURKA_ACTIVATION_BY_TPX2	Cell Cycle
REACTOME_MITOTIC_G2_G2_M_PHASES	Cell Cycle
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	Cell Cycle
REACTOME_M_PHASE	Cell Cycle
REACTOME_S_PHASE	Cell Cycle
REACTOME_DNA_REPLICATION_PRE_INITIATION	DNA Replication
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B:CDK1_COMPLEX	Cell Cycle
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	Cell Cycle
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	Cell Cycle
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	Cell Cycle
REACTOME_STABILIZATION_OF_P53	Cell Cycle
REACTOME_G2_M_CHECKPOINTS	Cell Cycle
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	Cell Cycle
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	Cell Cycle
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	Metabolism
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	Metabolism
REACTOME_GLYCOLYSIS	Metabolism
REACTOME_GLUCONEOGENESIS	Metabolism
REACTOME_SULFUR_AMINO_ACID_METABOLISM	Metabolism
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	Metabolism
REACTOME_SELENOAMINO_ACID_METABOLISM	Metabolism
REACTOME_METABOLISM_OF_POLYAMINES	Metabolism
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	Metabolism
REACTOME_MELANIN_BIOSYNTHESIS	Metabolism
REACTOME_CHOLINE_CATABOLISM	Metabolism
REACTOME_UREA_CYCLE	Metabolism
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	Metabolism
REACTOME_HISTIDINE_CATABOLISM	Metabolism
REACTOME_LYSINE_CATABOLISM	Metabolism
REACTOME_TRYPTOPHAN_CATABOLISM	Metabolism
REACTOME_CREATINE_METABOLISM	Metabolism
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	Metabolism
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	Metabolism
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	Metabolism
REACTOME_SERINE_BIOSYNTHESIS	Metabolism
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	Metabolism
REACTOME_FRUCTOSE_METABOLISM	Metabolism
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	Metabolism
REACTOME_GLUCOSE_METABOLISM	Metabolism
REACTOME_GALACTOSE_CATABOLISM	Metabolism
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	Metabolism
REACTOME_GLYCOGEN_METABOLISM	Metabolism
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	Metabolism
REACTOME_PYRUVATE_METABOLISM	Metabolism
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	Metabolism
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	Metabolism of RNA
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	Metabolism of RNA
REACTOME_MRNA_SPLICING	Metabolism of RNA
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	Metabolism of RNA
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	Metabolism of RNA
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	Metabolism of RNA
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION	Metabolism of RNA
REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION	Metabolism of RNA
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	Metabolism of RNA
REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	Metabolism of RNA
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	Metabolism of proteins
REACTOME_RECYCLING_OF_EIF2:GDP	Metabolism of proteins
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Metabolism of proteins
REACTOME_TRNA_AMINOACYLATION	Metabolism of proteins
REACTOME_MITOCHONDRIAL_TRANSLATION	Metabolism of proteins
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	Metabolism of proteins
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	Gene expression (Transcription)
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_ELONGATION	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	Gene expression (Transcription)
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	DNA Repair
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	DNA Repair
REACTOME_TELOMERE_MAINTENANCE	Cell Cycle
REACTOME_NUCLEOSOME_ASSEMBLY	Cell Cycle
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	Signal Transduction
REACTOME_FASL_CD95L_SIGNALING	Signal Transduction
REACTOME_TRAIL_SIGNALING	Signal Transduction
REACTOME_TNF_SIGNALING	Signal Transduction
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	DNA Repair
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	DNA Repair
REACTOME_MISMATCH_REPAIR	DNA Repair
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	DNA Repair
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	DNA Repair
REACTOME_FANCONI_ANEMIA_PATHWAY	DNA Repair
REACTOME_BASE_EXCISION_REPAIR	DNA Repair
REACTOME_DNA_DAMAGE_BYPASS	DNA Repair
REACTOME_DNA_DAMAGE_REVERSAL	DNA Repair
REACTOME_DEPURINATION	DNA Repair
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	DNA Repair
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	DNA Repair
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	DNA Repair
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	Gene expression (Transcription)
REACTOME_GENE_SILENCING_BY_RNA	Gene expression (Transcription)
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	Gene expression (Transcription)
REACTOME_SYNTHESIS_OF_KETONE_BODIES	Metabolism
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	Metabolism
REACTOME_IRS_ACTIVATION	Signal Transduction
REACTOME_SIGNAL_ATTENUATION	Signal Transduction
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	Signal Transduction
REACTOME_INSULIN_RECEPTOR_RECYCLING	Signal Transduction
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	Metabolism of RNA
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	Metabolism of RNA
REACTOME_MRNA_EDITING:_C_TO_U_CONVERSION	Metabolism of RNA
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	Metabolism
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	Programmed Cell Death
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	Programmed Cell Death
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	Signal Transduction
REACTOME_REGULATION_OF_TNFR1_SIGNALING	Signal Transduction
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	Signal Transduction
